activity_name,best_match,confidence_score,category
غطاس محترف,Other,0.828,new propodsed
realisation des déferlantes travaux génie civil,Other,0.689,new propodsed
realisation des déferlantes travaux génie civil,Other,0.689,new propodsed
maintenance matériel boulangerie,ﺗﺻﻠﻳﺢ  ﺗﺟﻬﻳزات  وﻣﻌدات اﻟﻣﺧﺑزة,0.832,rejected because has rejistre comercial or hirafi
location bateau sans permis,Other,0.673,new propodsed
الخضر مقشرة موجهة لإستهلاك مطاعم,Other,0.805,new propodsed
خياطة وتصميم ملابس,ﺧﻳﺎطﺔ وﺗﻔﺻﻳﻝ اﻟﻣﻼﺑس اﻟﺟﻠدﻳﺔ,0.905,rejected because has rejistre comercial or hirafi
خياطة وتصميم ملابس,ﺧﻳﺎطﺔ وﺗﻔﺻﻳﻝ اﻟﻣﻼﺑس اﻟﺟﻠدﻳﺔ,0.905,rejected because has rejistre comercial or hirafi
scanner automobile/ électricien automobiles,Other,0.739,new propodsed
الخدمات العامة / services publics,Other,0.744,new propodsed
decoration,Other,0.739,new propodsed
coach sportif,coach sportif,1.0,exist
التصميم الداخلي,Other,0.746,new propodsed
بيع سلع كهرباء معمارية  وصناعية,Other,0.774,new propodsed
chef de cuisine,technicien-cuisiniste en cuisines professionnelles,0.906,exist
مغسلة السيارات,ﺣرﻓﻲ ﻓﻲ ﺗﻧظﻳف و ﻏﺳﻝ اﻟﻣرﻛﺑﺎت ﺗﻧظﻳف و ﻏﺳﻝ اﻟﻣرﻛﺑﺎت,0.864,rejected because has rejistre comercial or hirafi
الكوتشينغ الفردي والمرافقة لتحسين اداء الافراد ، الكوتشينغ المدرسي والمرافقة المدرسية لتحسين المستويات ،  تدريب الافراد لمهارات حياتية ، تدريب المدربين ، تدرب السوروبان ، تدريب,Other,0.705,new propodsed
جريدة إلكترونية,Other,0.691,new propodsed
كهرباء السيرات,كهربائي البلاطو,0.945,exist
تداول الفوركس و العملات الرقمية,Other,0.755,new propodsed
protection des végétaux,Other,0.674,new propodsed
fournisseur,منتج منفذ,0.874,exist
تصليح أجهزة الراديو والتلفزيون,Other,0.778,new propodsed
charge des aménagements intérieurs et extérieurs,Other,0.731,new propodsed
guide touristique  مرشد  او منظم سياحي,Other,0.829,new propodsed
l'enseignement à distance /  التدريس عن بعد,Other,0.646,new propodsed
travaux bâtiment ..villa..apparemment,Other,0.826,new propodsed
مراسل  مستشار اداري و مالي,Other,0.776,new propodsed
technicien en froid et climatisation,technicien en froid et climatisation,1.0,exist
بيع وشراء سيارة,Other,0.806,new propodsed
التسويق بالعمولة و دروبشيبتغ,Other,0.809,new propodsed
مقاولت و البيناء,مشرف مركب ما بعد الإنتاج,0.849,exist
recyclage et gestion produits toxiques,معالجة و تقويم النفايات العضوية,0.869,rejected because has rejistre comercial or hirafi
نقل الأشخاص عن طريق تطبيق يسير,Other,0.719,new propodsed
بناء عام,اﻟﺑﻧﺎءات,0.903,rejected because has rejistre comercial or hirafi
شركة تنظيف,مؤسسة التنظيف ، الصيانة و التطهير,0.922,rejected because has rejistre comercial or hirafi
متداول في سوق البورصة,وسطاء في عمليات البورصة,0.921,rejected because has rejistre comercial or hirafi
orthophoniste,Other,0.684,new propodsed
travaux bâtiment ..villa..apparemment,Other,0.826,new propodsed
agent polyvalent administratif,Other,0.637,new propodsed
"conseiller en fiscalité ,déclarant fiscale",Other,0.794,new propodsed
موسسة الدهن الصناعي و اشغال البناء في مختلف مراحله,ﺻﻧﺎﻋﺔ اﻷﻗﻔﺎﻝ وﺧردة اﻟﺑﻧﺎء,0.831,rejected because has rejistre comercial or hirafi
agent / representant commercial,Other,0.782,new propodsed
trading التداول,وسطاء في عمليات البورصة,0.836,rejected because has rejistre comercial or hirafi
formateur éducatif et formateur professionnel,مدرب مدرسي,0.837,exist
بيع منتجات عبر الإنترنت (متجر إلكتروني),مسوق التجارة الالكترونية,0.889,exist
مستثمر,Other,0.8,new propodsed
استشارات تربوية  بيداغوجية,Other,0.751,new propodsed
تصليح وتلحيم الذهب والفضة,Other,0.822,new propodsed
التسجيل بالمنصات الرقميةعبر الانترنت,Other,0.708,new propodsed
وسيط مع الادارة,مسؤول عن إدارة الخوادم,0.853,exist
61317,Other,0.539,new propodsed
كراء منازل باليوم,وساطة عقارية,0.834,rejected because has rejistre comercial or hirafi
assistant ressources humaines,assistant ressources humaines,1.0,exist
مقاولاتية,اﻟﺻﻧﺎﻋﻳﺔ,0.865,rejected because has rejistre comercial or hirafi
خدمات المؤسسات,مؤسسة خدمات المواني,0.859,rejected because has rejistre comercial or hirafi
المساعدة والدعم التقني للزبون  60200,Other,0.645,new propodsed
transport publique,Other,0.818,new propodsed
e-commerce,محلل التجارة الإلكترونية,0.953,exist
transport publique,Other,0.818,new propodsed
preparation de ciment colle,Other,0.793,new propodsed
مجال التدوال,Other,0.823,new propodsed
خدمات,مؤسسة خدمات المواني,0.877,rejected because has rejistre comercial or hirafi
مستشار قانوني,مكتب الاستشارة القانونية,0.911,rejected because has rejistre comercial or hirafi
زجاج مقسى,اﻟزﺟﺎﺟﻳﺔ,0.957,rejected because has rejistre comercial or hirafi
الامن و الوقاية,مؤسسة الحراسة والأمن,0.871,rejected because has rejistre comercial or hirafi
مستشار قانوني,مكتب الاستشارة القانونية,0.911,rejected because has rejistre comercial or hirafi
auto entreprise de distributeur automatique,agent d'approvisionnement de distributeurs automatiques,0.883,exist
garde malade,Other,0.735,new propodsed
اعمال البناء,اﻟﺑﻧﺎء,0.941,rejected because has rejistre comercial or hirafi
أخصائي في العلاج الطبيعي,أخصائي في العلاج طبيعي,0.971,exist
تحويل الرخام,ﺗﺷﻛﻳﻝ ﻗواﻟب ﺻب إاﺳﻣﻧت,0.894,rejected because has rejistre comercial or hirafi
conception et réalisation de maquette en résine,modeleur résine,0.888,exist
marketing,chargé d'études en marketing,0.832,exist
أخصائي في العلاج الطبيعي,أخصائي في العلاج طبيعي,0.971,exist
géomaticien et/ou spécialiste en système d'information géographique,technicien supérieur en topographie et géodésie,0.857,exist
topographe géomaitre,Other,0.818,new propodsed
tourisme,دليل في السياحة,0.944,rejected because has rejistre comercial or hirafi
طوبوغرافي,ﺣرﻓﻲ طﺑوﻏراﻓﻲ ﻟطﺑوﻏراﻓﻲ,0.842,rejected because has rejistre comercial or hirafi
responsable sponsoring et partenariat,Other,0.763,new propodsed
"bâtiment (maçonnerie en général, carreleur, plaquiste aux placoplâtre...)",Other,0.754,new propodsed
développement et production des oiseaux,Other,0.645,new propodsed
ui ux designer,designer produit,0.848,exist
photographe,photographe,1.0,exist
impression à la demande,Other,0.683,new propodsed
expert en marketing,chargé d'études en marketing,0.883,exist
سائق,سائق(ة) للأفراد,0.851,exist
livraison,Other,0.81,new propodsed
livraison de produits alimentaires aux cantines scolaires,Other,0.723,new propodsed
استاذ لغة انجليزية,Other,0.759,new propodsed
assistanat en ressources humaines,مساعد في تسيير الموارد البشرية,0.913,exist
pénètre decorature,Other,0.787,new propodsed
photographe,photographe,1.0,exist
produit marketing,Other,0.827,new propodsed
مقهى,مقهى,1.0,rejected because has rejistre comercial or hirafi
artiste musicienne,musicien-accompagnateur,0.866,exist
"électromécanique, électricité industrielle, livraison des commandes à moto, connexion des personnes en voiture et coupe-tickets dans les bus.",Other,0.738,new propodsed
livraison du marchandises,و كيل نقل البضائع,0.921,rejected because has rejistre comercial or hirafi
سودار,Other,0.758,new propodsed
carrleur,Other,0.684,new propodsed
مقاوالاتية,اﻟﺗﺟﻠﻳد,0.938,rejected because has rejistre comercial or hirafi
pièces auto et maintenance,ميكانيكي صيانة,0.864,exist
"creations des bougies, concrètes, résine",Other,0.752,new propodsed
livraison à domicile,Other,0.794,new propodsed
consultant en service informatique,consultant informatique,0.958,exist
courtier immobilier,وكالة عقارية,0.854,rejected because has rejistre comercial or hirafi
représentant commercial/key account manager,Other,0.625,new propodsed
planetarium mobile,Other,0.56,new propodsed
modélisation de bijoux (cad) computer aided design,Other,0.716,new propodsed
خدمات تيسير المعاملات الادارية للسفر,Other,0.79,new propodsed
maçon,مرشات,0.858,rejected because has rejistre comercial or hirafi
cakedesigner,Other,0.631,new propodsed
fabrication et montage en aluminium,Other,0.778,new propodsed
bureau d'étude en informatique,responsable d'étude informatique,0.907,exist
formateur géotechnique et btp.,géotechnicien,0.845,exist
قاعة العاب,قاعة ألعاب,0.975,rejected because has rejistre comercial or hirafi
restaurant,مطعم.,0.98,rejected because has rejistre comercial or hirafi
monteur vidéo,monteur vidéo,1.0,exist
livreur,cadreur,0.87,exist
technicien supérieur en maintenance industrielle,technicien supérieur de maintenance industrielle,0.997,exist
مدرب رياضي,مدرب رياضي,1.0,exist
formateur en informatique,informaticien chargé d'étude,0.852,exist
bijoutier,Other,0.717,new propodsed
تجارة المكتبية,تجارة بالتجزئة للمكتبة و الوراقة,0.9,rejected because has rejistre comercial or hirafi
e-commerce,محلل التجارة الإلكترونية,0.953,exist
tournerie et tabletterie,Other,0.797,new propodsed
maintenance et service hydraulique,hydraulicien industriel de maintenance,0.91,exist
تاجر متنقل لي خضر و فواكه و تاجر متنقل لي مواد غذائية,تاجر متنقل لأغذية المواشي و الدواجن,0.862,rejected because has rejistre comercial or hirafi
conseiller en management juridique et administratif,مكتب الاستشارة القانونية,0.871,rejected because has rejistre comercial or hirafi
الاشغال العمومية والبيناء,Other,0.816,new propodsed
system solar,اﻟﺷﻣﺳﻳﺔ,0.853,rejected because has rejistre comercial or hirafi
"formation comptabilité, fiscalité et paie",Other,0.712,new propodsed
maçon,مرشات,0.858,rejected because has rejistre comercial or hirafi
dit/data manager cinéma,Other,0.716,new propodsed
تصوير المنتجات,Other,0.791,new propodsed
ورشة صناعة الحلويات و المملحات,ﺻﻧﺎﻋﺔ اﻟﺣﻠوﻳﺎت,0.873,rejected because has rejistre comercial or hirafi
أشغال البناء,اﻟﺑﻧﺎء,0.926,rejected because has rejistre comercial or hirafi
مرطبات و البيع بالجملة,تجارة بالتجزئة للسخاتة ، الممارسة على العرض,0.868,rejected because has rejistre comercial or hirafi
gravure sur métal,Other,0.76,new propodsed
bijouterie,Other,0.771,new propodsed
"menuiserie pour cuisines, portes et fenêtres modernes",Other,0.761,new propodsed
e-commerce,محلل التجارة الإلكترونية,0.953,exist
fabrication de pierre decorative,Other,0.785,new propodsed
maçonnerie,اﻟﺑﻧﺎءات,0.858,rejected because has rejistre comercial or hirafi
تحرير وثاءق ادارية و قانونية,Other,0.788,new propodsed
location des pédalos a la plage,الملاحة الساحلية,0.847,rejected because has rejistre comercial or hirafi
"consultant en télécommunications, courants faibles, téléphonie d'entreprise",consultant télécoms,0.882,exist
architecte d’intérieure,Other,0.822,new propodsed
بيع وشراء وتصليح ماكينات الخياطة الجديدة و المستعملة,تجارة بالتجزئة لكل الأجهزة و الآلات المهنية أو المنزلية القديمة,0.831,rejected because has rejistre comercial or hirafi
